ticket_id,subject,description,category,priority,resolution_time_hours
200399,Account locked out,Getting error: Account locked out,Account,High,5
204622,Cancel my billing,Issues with: Cancel my billing,Billing,Low,33
206937,API endpoint returning 500,API endpoint returning 500 - please checking,Technical,Low,21
207517,Add custom fields to reports,Issues with: Add custom fields to reports,Feature Request,Low,17
206394,App crashes on startup,Customer reports: App crashes on startup,Technical,Critical,3
203201,Payment method declined,"Please help, payment method declined",Billing,Low,20
206353,Integration not syncing data,"Please help, integration not syncing data",Technical,Low,31
206876,API endpoint returning 500,"Please help, api endpoint returning 500",Billing,Low,22
202636,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,48
209814,Add dark mode support,Add dark mode support,Feature Request,Low,13
207655,Add custom fields to reports,Issues with: Add custom fields to reports,Feature Request,Low,8
209892,Add bulk upload capability,Customer reports: Add bulk upload capability,Feature Request,Low,28
209647,Calendar view needed,Help needed: Calendar view needed,Feature Request,Low,22
208640,Add bulk upload capability,Getting error: Add bulk upload capability,Feature Request,High,7
201876,Account locked out,Account locked out - please checking,Account,Low,25
205165,System outage,Issues with: System outage,Technical,Critical,4
201216,Account locked out,"Please help, account locked out",Account,Low,24
207717,Need export to PDF feature,"Please help, need export to pdf feature",Feature Request,Low,15
207585,Add bulk upload capability,Add bulk upload capability,Feature Request,Low,43
207084,App crashes on startup,App crashes on startup - please checking,Technical,Critical,3
209396,Requesting API documentation,Requesting API documentation,Feature Request,High,6
201301,Need to update profile details,Need to update profile details,Account,Medium,22
209593,Support for multiple languages,Issues with: Support for multiple languages,Feature Request,Low,28
205576,Integration not syncing data,Help needed: Integration not syncing data,Technical,Low,47
208549,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Medium,8
204078,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,5
204803,Payment method declined,Issues with: Payment method declined,Billing,Low,10
201561,Unlock my user account,Urgent: Unlock my user account,Technical,High,2
202750,Refund request,"Please help, refund request",Billing,Low,42
207562,Integration with Slack would be nice,Getting error: Integration with Slack would be nice,Feature Request,High,3
208069,Support for multiple languages,Getting error: Support for multiple languages,Feature Request,High,3
200411,Profile picture upload failed,Profile picture upload failed - please checking,Account,High,2
209740,Please add more user roles,"Please help, please add more user roles",Feature Request,Low,11
202146,Profile picture upload failed,"Please help, profile picture upload failed",Account,High,2
207722,Requesting API documentation,Requesting API documentation,Feature Request,Low,24
202443,Account locked out,Urgent: Account locked out,Account,High,3
205994,Error 404 not found,Error 404 not found - please checking,Technical,High,2
204435,Subscription renewal failed,Issues with: Subscription renewal failed,Billing,High,8
200717,Profile picture upload failed,Profile picture upload failed - please checking,Account,High,3
204544,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,3
209034,Add bulk upload capability,Getting error: Add bulk upload capability,Feature Request,High,8
202638,Where is my receipt?,Getting error: Where is my receipt?,Billing,High,3
208531,Mobile responsive design request,Urgent: Mobile responsive design request,Feature Request,Critical,4
205120,System outage,Help needed: System outage,Technical,Critical,1
202008,Reset password link not working,Urgent: Reset password link not working,Account,High,6
205454,Integration not syncing data,Issues with: Integration not syncing data,Technical,Low,9
205725,API endpoint returning 500,API endpoint returning 500 - please checking,Technical,Low,24
206399,Screen freezes when clicking save,Getting error: Screen freezes when clicking save,Technical,High,2
206010,Database connection failed,Database connection failed,Account,Critical,2
202493,Two-factor authentication issue,Two-factor authentication issue - please checking,Account,Low,46
202159,Cannot login to my account,Issues with: Cannot login to my account,Account,Low,24
201620,Change email address,Getting error: Change email address,Account,High,7
209203,Requesting API documentation,Issues with: Requesting API documentation,Feature Request,Low,38
203804,Charge on my credit card is wrong,Getting error: Charge on my credit card is wrong,Billing,Low,35
208244,Add dark mode support,Customer reports: Add dark mode support,Feature Request,Low,46
209463,Add bulk upload capability,Add bulk upload capability - please checking,Feature Request,Low,40
200669,Two-factor authentication issue,Two-factor authentication issue,Account,Low,36
204269,Where is my receipt?,Where is my receipt?,Billing,Low,15
207099,Page loading very slow,"Please help, page loading very slow",Account,Medium,15
208105,Mobile responsive design request,Help needed: Mobile responsive design request,Feature Request,Low,25
203135,Payment method declined,Issues with: Payment method declined,Billing,Low,48
205057,Page loading very slow,Getting error: Page loading very slow,Technical,Low,46
200721,Delete my account,Help needed: Delete my account,Account,Low,39
208039,Requesting API documentation,Requesting API documentation - please checking,Feature Request,Low,45
202478,Unlock my user account,Help needed: Unlock my user account,Account,Low,32
209424,Integration with Slack would be nice,"Please help, integration with slack would be nice",Feature Request,Low,42
205719,API endpoint returning 500,API endpoint returning 500,Technical,Low,40
200960,Two-factor authentication issue,Issues with: Two-factor authentication issue,Account,Low,13
208843,Integration with Slack would be nice,Help needed: Integration with Slack would be nice,Feature Request,Low,42
206284,Screen freezes when clicking save,"Please help, screen freezes when clicking save",Technical,Low,48
207355,Database connection failed,Urgent: Database connection failed,Technical,High,2
209377,Add bulk upload capability,"Please help, add bulk upload capability",Feature Request,High,4
201310,Unlock my user account,Unlock my user account - please checking,Account,Critical,2
203460,Cancel my billing,Urgent: Cancel my billing,Billing,High,4
204710,Cancel my billing,Help needed: Cancel my billing,Billing,Low,10
207386,API endpoint returning 500,Customer reports: API endpoint returning 500,Technical,Low,29
201133,Forgot my password,"Please help, forgot my password",Account,Low,29
209435,Requesting API documentation,"Please help, requesting api documentation",Feature Request,Low,23
206844,App crashes on startup,Customer reports: App crashes on startup,Technical,Critical,1
203198,Where is my receipt?,Where is my receipt?,Billing,Low,18
208249,Support for multiple languages,Getting error: Support for multiple languages,Feature Request,High,6
209072,Calendar view needed,Calendar view needed,Account,Low,8
200611,Unlock my user account,Getting error: Unlock my user account,Feature Request,High,2
205582,Page loading very slow,"Please help, page loading very slow",Account,Medium,21
204703,Charge on my credit card is wrong,Help needed: Charge on my credit card is wrong,Account,Low,40
208647,Add custom fields to reports,Add custom fields to reports,Feature Request,Low,33
204718,Where is my receipt?,Where is my receipt? - please checking,Billing,Low,48
206694,System outage,Urgent: System outage,Technical,Critical,3
202123,Reset password link not working,Help needed: Reset password link not working,Account,Low,47
202889,Need invoice for last month,Customer reports: Need invoice for last month,Billing,Low,28
209017,Need export to PDF feature,"Please help, need export to pdf feature",Feature Request,Low,39
200413,Forgot my password,Issues with: Forgot my password,Account,High,2
203615,Cancel my billing,Urgent: Cancel my billing,Billing,High,2
202970,Charge on my credit card is wrong,Getting error: Charge on my credit card is wrong,Account,High,6
205851,App crashes on startup,Customer reports: App crashes on startup,Technical,Low,43
202599,Need invoice for last month,"Please help, need invoice for last month",Billing,Low,20
207778,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,37
201475,Cannot login to my account,Customer reports: Cannot login to my account,Technical,Low,26
204284,Where is my receipt?,Help needed: Where is my receipt?,Billing,Low,29
204070,Update credit card information,Update credit card information - please checking,Billing,Medium,21
207829,Add dark mode support,Getting error: Add dark mode support,Feature Request,High,8
208518,Add dark mode support,Customer reports: Add dark mode support,Feature Request,Low,28
203900,Subscription renewal failed,Issues with: Subscription renewal failed,Billing,High,7
202413,Two-factor authentication issue,Customer reports: Two-factor authentication issue,Account,Low,37
203701,Where is my receipt?,Where is my receipt?,Billing,Low,27
209718,Please add more user roles,Urgent: Please add more user roles,Billing,High,8
200393,Forgot my password,Getting error: Forgot my password,Account,High,2
209929,Support for multiple languages,"Please help, support for multiple languages",Feature Request,Low,48
204407,Charge on my credit card is wrong,Customer reports: Charge on my credit card is wrong,Billing,Low,11
206546,System outage,Getting error: System outage,Technical,Critical,2
207272,Mobile app unresponsive,Help needed: Mobile app unresponsive,Technical,Low,47
203383,Update credit card information,Urgent: Update credit card information,Billing,Critical,3
205590,App crashes on startup,App crashes on startup,Technical,Critical,3
206367,System outage,Getting error: System outage,Technical,Critical,2
206976,Database connection failed,Issues with: Database connection failed,Technical,High,5
201827,Need to update profile details,"Please help, need to update profile details",Account,Medium,15
208365,Calendar view needed,"Please help, calendar view needed",Billing,Low,39
206207,Screen freezes when clicking save,Issues with: Screen freezes when clicking save,Technical,Low,33
207931,Requesting API documentation,Getting error: Requesting API documentation,Feature Request,High,6
201425,Forgot my password,Forgot my password - please checking,Account,Low,43
204707,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,11
207250,Bug in the reporting widget,Issues with: Bug in the reporting widget,Technical,Medium,21
200703,Forgot my password,Getting error: Forgot my password,Billing,High,4
200138,Cannot login to my account,Issues with: Cannot login to my account,Account,Low,36
203419,Update credit card information,Update credit card information,Billing,High,4
200662,Profile picture upload failed,Issues with: Profile picture upload failed,Account,High,7
206419,API endpoint returning 500,Urgent: API endpoint returning 500,Technical,High,2
207020,Integration not syncing data,Customer reports: Integration not syncing data,Technical,Low,40
206239,Mobile app unresponsive,Urgent: Mobile app unresponsive,Technical,High,7
203242,Charge on my credit card is wrong,Help needed: Charge on my credit card is wrong,Billing,Low,38
204338,Subscription renewal failed,Subscription renewal failed - please checking,Billing,High,5
201615,Forgot my password,Forgot my password - please checking,Account,Low,44
204932,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,High,7
200843,Cannot login to my account,Cannot login to my account,Account,Low,46
202243,Two-factor authentication issue,Customer reports: Two-factor authentication issue,Account,Low,13
206733,Mobile app unresponsive,Issues with: Mobile app unresponsive,Technical,Medium,20
205714,Mobile app unresponsive,Help needed: Mobile app unresponsive,Technical,Critical,2
203884,Refund request,Customer reports: Refund request,Billing,Low,46
204650,Need invoice for last month,Urgent: Need invoice for last month,Billing,Medium,9
202467,Account locked out,Account locked out - please checking,Feature Request,Low,23
208523,Calendar view needed,Calendar view needed,Feature Request,Low,10
200262,Change email address,Change email address,Account,Low,19
204296,Cancel my billing,Getting error: Cancel my billing,Billing,High,7
203528,Double charged for subscription,Customer reports: Double charged for subscription,Billing,Low,20
205949,Screen freezes when clicking save,Issues with: Screen freezes when clicking save,Technical,Low,21
204224,Need invoice for last month,Need invoice for last month - please checking,Technical,Low,10
202706,Need invoice for last month,Help needed: Need invoice for last month,Billing,Low,16
207620,Calendar view needed,Urgent: Calendar view needed,Feature Request,High,7
201082,Unlock my user account,Help needed: Unlock my user account,Account,Low,44
209199,Integration with Slack would be nice,Urgent: Integration with Slack would be nice,Feature Request,High,7
201838,Two-factor authentication issue,Two-factor authentication issue - please checking,Account,Low,11
206500,App crashes on startup,Urgent: App crashes on startup,Technical,Critical,4
205889,System outage,System outage - please checking,Billing,Critical,1
207349,Page loading very slow,Getting error: Page loading very slow,Technical,High,7
203690,Charge on my credit card is wrong,Getting error: Charge on my credit card is wrong,Billing,High,7
205464,API endpoint returning 500,API endpoint returning 500 - please checking,Technical,Low,14
202367,Two-factor authentication issue,Customer reports: Two-factor authentication issue,Account,Low,37
202450,Account locked out,Urgent: Account locked out,Account,High,5
205159,Database connection failed,Database connection failed - please checking,Technical,High,4
205484,API endpoint returning 500,Customer reports: API endpoint returning 500,Account,Low,47
207735,Calendar view needed,Help needed: Calendar view needed,Feature Request,Low,24
202739,Payment method declined,Payment method declined - please checking,Technical,Low,23
202733,Need invoice for last month,Need invoice for last month - please checking,Billing,Low,10
208434,Need export to PDF feature,Getting error: Need export to PDF feature,Feature Request,High,5
209022,Need export to PDF feature,Need export to PDF feature,Feature Request,Low,24
208532,Requesting API documentation,Customer reports: Requesting API documentation,Feature Request,Low,25
202320,Account locked out,Account locked out,Account,Low,15
201540,Delete my account,"Please help, delete my account",Technical,High,7
200020,Forgot my password,Issues with: Forgot my password,Account,Critical,2
204293,Where is my receipt?,Help needed: Where is my receipt?,Billing,Low,10
204569,Double charged for subscription,Double charged for subscription,Billing,Low,19
203443,Payment method declined,Getting error: Payment method declined,Billing,High,7
205033,Error 404 not found,Help needed: Error 404 not found,Technical,High,8
205682,Bug in the reporting widget,Urgent: Bug in the reporting widget,Technical,High,7
208681,Add custom fields to reports,Customer reports: Add custom fields to reports,Feature Request,Low,21
202789,Need invoice for last month,Getting error: Need invoice for last month,Billing,High,7
201828,Delete my account,Customer reports: Delete my account,Account,Low,15
204272,Subscription renewal failed,Getting error: Subscription renewal failed,Billing,High,6
201031,Forgot my password,Customer reports: Forgot my password,Account,Medium,12
204758,Where is my receipt?,Customer reports: Where is my receipt?,Billing,Low,32
208076,Requesting API documentation,Getting error: Requesting API documentation,Feature Request,High,8
201863,Need to update profile details,Issues with: Need to update profile details,Account,Medium,18
204161,Need invoice for last month,Issues with: Need invoice for last month,Billing,Critical,4
206444,System outage,"Please help, system outage",Technical,Critical,4
207992,Add custom fields to reports,Customer reports: Add custom fields to reports,Feature Request,Low,19
201020,Profile picture upload failed,Profile picture upload failed,Account,High,5
203405,Charge on my credit card is wrong,Issues with: Charge on my credit card is wrong,Billing,High,4
207558,Add custom fields to reports,Urgent: Add custom fields to reports,Feature Request,Critical,3
202707,Update credit card information,Help needed: Update credit card information,Billing,Medium,17
202971,Upgrade my plan,Upgrade my plan,Billing,Low,33
203903,Need invoice for last month,"Please help, need invoice for last month",Billing,Low,32
204479,Update credit card information,Update credit card information - please checking,Billing,Medium,4
203759,Update credit card information,Help needed: Update credit card information,Feature Request,Medium,10
203371,Where is my receipt?,Where is my receipt? - please checking,Billing,Low,48
203050,Payment method declined,Payment method declined,Account,Low,14
209053,Need export to PDF feature,Need export to PDF feature - please checking,Feature Request,Low,39
200730,Two-factor authentication issue,Urgent: Two-factor authentication issue,Account,High,3
200059,Account locked out,Account locked out,Account,Critical,1
207052,Bug in the reporting widget,Issues with: Bug in the reporting widget,Feature Request,Medium,12
206713,Page loading very slow,"Please help, page loading very slow",Technical,Medium,24
204265,Update credit card information,Getting error: Update credit card information,Billing,High,4
204882,Subscription renewal failed,Issues with: Subscription renewal failed,Account,High,5
207974,Mobile responsive design request,Mobile responsive design request - please checking,Feature Request,Medium,9
206412,Mobile app unresponsive,Issues with: Mobile app unresponsive,Technical,Low,32
204193,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,High,3
205131,Integration not syncing data,Integration not syncing data - please checking,Billing,Low,13
205076,API endpoint returning 500,API endpoint returning 500 - please checking,Technical,Low,36
209720,Add custom fields to reports,Customer reports: Add custom fields to reports,Feature Request,Low,23
205633,Mobile app unresponsive,Customer reports: Mobile app unresponsive,Technical,Low,41
203301,Charge on my credit card is wrong,Getting error: Charge on my credit card is wrong,Billing,High,2
203310,Upgrade my plan,"Please help, upgrade my plan",Billing,Low,17
200594,Unlock my user account,Unlock my user account,Account,Low,10
203132,Update credit card information,Customer reports: Update credit card information,Billing,Medium,23
201209,Account locked out,Getting error: Account locked out,Account,High,7
207711,Add dark mode support,Customer reports: Add dark mode support,Feature Request,Low,38
201220,Reset password link not working,"Please help, reset password link not working",Feature Request,Low,29
201459,Profile picture upload failed,"Please help, profile picture upload failed",Account,High,6
208062,Requesting API documentation,Customer reports: Requesting API documentation,Feature Request,Low,18
206470,Page loading very slow,Page loading very slow,Technical,Medium,19
202201,Forgot my password,"Please help, forgot my password",Account,Low,37
200914,Reset password link not working,"Please help, reset password link not working",Account,Critical,1
207051,Mobile app unresponsive,Mobile app unresponsive - please checking,Technical,Medium,24
203878,Payment method declined,"Please help, payment method declined",Billing,Low,9
201549,Two-factor authentication issue,Two-factor authentication issue,Account,Medium,13
208761,Support for multiple languages,Support for multiple languages,Feature Request,Critical,2
200461,Cannot login to my account,Help needed: Cannot login to my account,Account,Low,33
205957,Error 404 not found,Getting error: Error 404 not found,Technical,High,2
203124,Update credit card information,Help needed: Update credit card information,Billing,Low,17
204451,Double charged for subscription,Double charged for subscription,Billing,Low,25
204847,Subscription renewal failed,Help needed: Subscription renewal failed,Billing,High,7
203153,Update credit card information,Getting error: Update credit card information,Billing,High,8
205871,Mobile app unresponsive,Urgent: Mobile app unresponsive,Account,High,7
208793,Integration with Slack would be nice,Integration with Slack would be nice - please checking,Feature Request,Low,35
202151,Cannot login to my account,Cannot login to my account,Account,Low,43
207452,Mobile app unresponsive,Mobile app unresponsive - please checking,Technical,Medium,18
204280,Upgrade my plan,Upgrade my plan - please checking,Billing,Critical,3
207407,Bug in the reporting widget,Bug in the reporting widget,Technical,Medium,23
208021,Support for multiple languages,Urgent: Support for multiple languages,Feature Request,High,2
201552,Unlock my user account,"Please help, unlock my user account",Account,Low,41
205881,Bug in the reporting widget,"Please help, bug in the reporting widget",Technical,Medium,14
202934,Cancel my billing,Getting error: Cancel my billing,Billing,High,8
202871,Double charged for subscription,"Please help, double charged for subscription",Billing,Low,29
200456,Reset password link not working,Getting error: Reset password link not working,Account,High,2
202187,Cannot login to my account,Help needed: Cannot login to my account,Account,Low,40
201771,Need to update profile details,Need to update profile details,Account,Low,28
206963,Integration not syncing data,Integration not syncing data - please checking,Technical,Low,23
202325,Two-factor authentication issue,Two-factor authentication issue - please checking,Account,Low,35
202080,Two-factor authentication issue,Customer reports: Two-factor authentication issue,Account,Low,41
203899,Upgrade my plan,"Please help, upgrade my plan",Account,Low,33
209638,Add bulk upload capability,Customer reports: Add bulk upload capability,Feature Request,Low,46
205177,Page loading very slow,Issues with: Page loading very slow,Technical,Medium,18
209802,Need export to PDF feature,Help needed: Need export to PDF feature,Feature Request,Low,8
200866,Forgot my password,Getting error: Forgot my password,Account,High,6
203240,Double charged for subscription,Help needed: Double charged for subscription,Billing,Low,18
206122,Error 404 not found,Help needed: Error 404 not found,Technical,High,2
203621,Payment method declined,Urgent: Payment method declined,Billing,High,4
201477,Forgot my password,"Please help, forgot my password",Account,Low,42
202487,Need to update profile details,Need to update profile details,Account,Critical,1
204180,Refund request,Refund request,Billing,Low,34
207870,Add dark mode support,Customer reports: Add dark mode support,Feature Request,Low,29
204629,Charge on my credit card is wrong,Urgent: Charge on my credit card is wrong,Billing,High,5
206249,System outage,Issues with: System outage,Technical,Critical,3
203706,Refund request,Getting error: Refund request,Billing,High,4
202515,Refund request,Issues with: Refund request,Technical,Low,43
209724,Add bulk upload capability,"Please help, add bulk upload capability",Feature Request,Low,31
201957,Forgot my password,Urgent: Forgot my password,Account,High,3
207971,Please add more user roles,Issues with: Please add more user roles,Feature Request,Low,8
202175,Need to update profile details,Getting error: Need to update profile details,Account,High,5
203780,Payment method declined,Issues with: Payment method declined,Billing,Low,10
205050,Bug in the reporting widget,Help needed: Bug in the reporting widget,Technical,Medium,4
208491,Add bulk upload capability,Customer reports: Add bulk upload capability,Feature Request,Low,9
200558,Forgot my password,Urgent: Forgot my password,Account,High,4
203315,Charge on my credit card is wrong,Charge on my credit card is wrong,Billing,Low,43
201647,Forgot my password,"Please help, forgot my password",Account,Low,32
205612,Integration not syncing data,Issues with: Integration not syncing data,Technical,Low,31
203474,Payment method declined,"Please help, payment method declined",Billing,Low,48
208724,Mobile responsive design request,Mobile responsive design request - please checking,Feature Request,Low,39
204049,Where is my receipt?,"Please help, where is my receipt?",Billing,Low,8
209210,Mobile responsive design request,Help needed: Mobile responsive design request,Feature Request,High,7
201800,Cannot login to my account,Help needed: Cannot login to my account,Account,High,8
204965,Cancel my billing,"Please help, cancel my billing",Billing,Low,20
209318,Calendar view needed,Help needed: Calendar view needed,Feature Request,Low,29
204447,Payment method declined,Urgent: Payment method declined,Billing,High,6
208381,Add dark mode support,Urgent: Add dark mode support,Feature Request,Low,15
204848,Update credit card information,Help needed: Update credit card information,Billing,Medium,13
206574,Database connection failed,Customer reports: Database connection failed,Technical,High,2
209395,Add bulk upload capability,Getting error: Add bulk upload capability,Feature Request,High,3
208213,Mobile responsive design request,Urgent: Mobile responsive design request,Feature Request,High,4
206724,Mobile app unresponsive,Help needed: Mobile app unresponsive,Technical,Critical,1
204593,Double charged for subscription,Customer reports: Double charged for subscription,Billing,Low,39
207978,Add dark mode support,"Please help, add dark mode support",Feature Request,Low,23
204799,Double charged for subscription,Issues with: Double charged for subscription,Billing,Low,21
203395,Charge on my credit card is wrong,Urgent: Charge on my credit card is wrong,Billing,High,7
203778,Double charged for subscription,Customer reports: Double charged for subscription,Billing,Low,22
205961,Integration not syncing data,Getting error: Integration not syncing data,Technical,High,6
209699,Add custom fields to reports,Add custom fields to reports - please checking,Feature Request,Low,40
203708,Refund request,Refund request,Billing,Low,17
207849,Need export to PDF feature,"Please help, need export to pdf feature",Feature Request,Low,36
202436,Profile picture upload failed,Customer reports: Profile picture upload failed,Feature Request,High,7
209518,Calendar view needed,Calendar view needed,Billing,Medium,6
209616,Please add more user roles,Getting error: Please add more user roles,Feature Request,High,3
200913,Cannot login to my account,Urgent: Cannot login to my account,Account,High,7
202966,Upgrade my plan,Upgrade my plan,Billing,Low,37
205593,Screen freezes when clicking save,Issues with: Screen freezes when clicking save,Technical,Low,17
202254,Need to update profile details,Getting error: Need to update profile details,Account,High,8
204969,Update credit card information,Update credit card information - please checking,Billing,Medium,13
202309,Profile picture upload failed,Help needed: Profile picture upload failed,Account,High,2
205190,Error 404 not found,Getting error: Error 404 not found,Technical,High,2
201991,Cannot login to my account,Cannot login to my account - please checking,Account,Low,9
202705,Double charged for subscription,Issues with: Double charged for subscription,Billing,Critical,2
200506,Reset password link not working,Reset password link not working - please checking,Account,Low,12
201574,Account locked out,"Please help, account locked out",Account,Low,23
206311,App crashes on startup,Urgent: App crashes on startup,Technical,Critical,2
200598,Account locked out,"Please help, account locked out",Account,Low,35
205721,Integration not syncing data,Help needed: Integration not syncing data,Technical,Low,44
205031,Integration not syncing data,Integration not syncing data - please checking,Technical,Low,8
209656,Calendar view needed,Calendar view needed,Feature Request,Critical,2
205858,Mobile app unresponsive,Help needed: Mobile app unresponsive,Technical,Low,41
205983,App crashes on startup,Customer reports: App crashes on startup,Technical,Critical,2
200832,Profile picture upload failed,"Please help, profile picture upload failed",Account,Critical,4
208195,Requesting API documentation,Customer reports: Requesting API documentation,Feature Request,Low,24
203619,Update credit card information,Update credit card information - please checking,Billing,Medium,18
209316,Mobile responsive design request,"Please help, mobile responsive design request",Account,Low,44
207476,Database connection failed,Customer reports: Database connection failed,Technical,High,2
201715,Change email address,"Please help, change email address",Account,Low,46
209688,Integration with Slack would be nice,Getting error: Integration with Slack would be nice,Feature Request,High,7
200418,Two-factor authentication issue,"Please help, two-factor authentication issue",Account,Low,27
208757,Please add more user roles,Issues with: Please add more user roles,Feature Request,Low,18
201268,Unlock my user account,Urgent: Unlock my user account,Account,Low,44
200795,Change email address,"Please help, change email address",Account,Low,15
200075,Account locked out,"Please help, account locked out",Account,Low,17
204962,Double charged for subscription,"Please help, double charged for subscription",Billing,Low,38
201429,Need to update profile details,Urgent: Need to update profile details,Feature Request,High,6
209729,Add bulk upload capability,Getting error: Add bulk upload capability,Feature Request,High,7
200144,Cannot login to my account,Urgent: Cannot login to my account,Account,High,6
208832,Integration with Slack would be nice,Integration with Slack would be nice,Feature Request,Low,25
206526,API endpoint returning 500,Help needed: API endpoint returning 500,Technical,Low,18
200954,Profile picture upload failed,Help needed: Profile picture upload failed,Account,High,3
204810,Upgrade my plan,Customer reports: Upgrade my plan,Billing,Low,42
202128,Forgot my password,Getting error: Forgot my password,Account,High,5
203059,Subscription renewal failed,Subscription renewal failed - please checking,Billing,High,7
208111,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,25
206319,Error 404 not found,Error 404 not found,Technical,Medium,7
204261,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,Low,17
208659,Calendar view needed,Customer reports: Calendar view needed,Feature Request,Low,24
202178,Delete my account,Delete my account,Account,Low,43
204994,Refund request,Help needed: Refund request,Billing,Low,23
207571,Calendar view needed,Help needed: Calendar view needed,Feature Request,Low,22
204225,Where is my receipt?,Getting error: Where is my receipt?,Billing,High,2
206528,Screen freezes when clicking save,"Please help, screen freezes when clicking save",Technical,Low,12
204647,Charge on my credit card is wrong,Issues with: Charge on my credit card is wrong,Billing,Low,18
200156,Forgot my password,Urgent: Forgot my password,Account,High,7
205478,Mobile app unresponsive,Urgent: Mobile app unresponsive,Technical,High,3
202567,Refund request,Urgent: Refund request,Feature Request,High,8
200310,Delete my account,Help needed: Delete my account,Account,Critical,3
201873,Delete my account,Getting error: Delete my account,Account,High,4
206993,Bug in the reporting widget,Bug in the reporting widget,Technical,Low,9
201712,Reset password link not working,Urgent: Reset password link not working,Account,Medium,15
201322,Unlock my user account,Issues with: Unlock my user account,Technical,Low,22
207448,Mobile app unresponsive,Mobile app unresponsive - please checking,Technical,Low,27
203745,Subscription renewal failed,Subscription renewal failed - please checking,Billing,High,7
201779,Unlock my user account,Unlock my user account - please checking,Account,Low,20
206692,Error 404 not found,Issues with: Error 404 not found,Feature Request,High,6
208377,Calendar view needed,Urgent: Calendar view needed,Feature Request,High,5
202369,Profile picture upload failed,Issues with: Profile picture upload failed,Account,High,6
201493,Reset password link not working,Reset password link not working - please checking,Account,Low,14
209214,Requesting API documentation,Customer reports: Requesting API documentation,Feature Request,Low,29
205780,API endpoint returning 500,"Please help, api endpoint returning 500",Technical,Low,31
202249,Cannot login to my account,Issues with: Cannot login to my account,Account,Low,9
203369,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,18
200235,Reset password link not working,Customer reports: Reset password link not working,Technical,Low,42
204442,Cancel my billing,Issues with: Cancel my billing,Billing,Low,44
201826,Forgot my password,"Please help, forgot my password",Account,Low,13
208813,Calendar view needed,Issues with: Calendar view needed,Feature Request,Low,12
200293,Delete my account,Getting error: Delete my account,Account,High,3
204249,Upgrade my plan,Upgrade my plan - please checking,Billing,Low,30
204959,Need invoice for last month,Issues with: Need invoice for last month,Billing,Low,48
200177,Account locked out,"Please help, account locked out",Billing,Critical,1
208311,Mobile responsive design request,Mobile responsive design request - please checking,Feature Request,Low,47
207692,Mobile responsive design request,Mobile responsive design request - please checking,Feature Request,Low,29
208354,Requesting API documentation,Getting error: Requesting API documentation,Feature Request,High,2
201266,Account locked out,Customer reports: Account locked out,Account,Critical,1
208614,Add custom fields to reports,Getting error: Add custom fields to reports,Feature Request,High,2
209664,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,28
202868,Subscription renewal failed,Help needed: Subscription renewal failed,Billing,High,6
209049,Add custom fields to reports,Getting error: Add custom fields to reports,Feature Request,High,4
205660,App crashes on startup,App crashes on startup - please checking,Technical,Critical,4
207998,Support for multiple languages,Urgent: Support for multiple languages,Feature Request,High,5
204427,Charge on my credit card is wrong,Customer reports: Charge on my credit card is wrong,Billing,Medium,15
208637,Calendar view needed,Calendar view needed,Feature Request,Low,17
203271,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,25
207905,Please add more user roles,"Please help, please add more user roles",Feature Request,Low,40
203028,Payment method declined,Getting error: Payment method declined,Feature Request,High,5
201564,Delete my account,"Please help, delete my account",Account,Low,25
206058,Bug in the reporting widget,"Please help, bug in the reporting widget",Technical,Medium,21
200001,Two-factor authentication issue,Customer reports: Two-factor authentication issue,Account,Low,43
200343,Account locked out,Account locked out,Account,Low,37
205534,System outage,Issues with: System outage,Technical,Critical,4
203097,Refund request,Refund request,Billing,Low,21
204570,Need invoice for last month,Need invoice for last month - please checking,Billing,Low,16
208576,Calendar view needed,Getting error: Calendar view needed,Feature Request,High,6
204471,Need invoice for last month,Need invoice for last month - please checking,Billing,Low,13
207458,API endpoint returning 500,Urgent: API endpoint returning 500,Technical,Medium,19
206636,System outage,Customer reports: System outage,Technical,Critical,1
201711,Account locked out,Help needed: Account locked out,Account,Low,29
209754,Add bulk upload capability,Issues with: Add bulk upload capability,Feature Request,Low,46
200571,Forgot my password,Issues with: Forgot my password,Account,Low,41
205846,Error 404 not found,Customer reports: Error 404 not found,Technical,High,8
209070,Need export to PDF feature,Need export to PDF feature - please checking,Feature Request,Low,42
207172,App crashes on startup,Issues with: App crashes on startup,Technical,Critical,3
202675,Charge on my credit card is wrong,Help needed: Charge on my credit card is wrong,Billing,Low,38
205326,App crashes on startup,Help needed: App crashes on startup,Technical,Critical,1
206457,Screen freezes when clicking save,Urgent: Screen freezes when clicking save,Feature Request,High,4
